상호명,상권업종중분류명,상권업종소분류명,표준산업분류명,행정동명,위도,경도
수퍼보울보문점,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",안암동,37.5889980175655,127.021798834716
카페코지,비알코올 ,카페,커피 전문점,동선동,37.5912458613197,127.020138849263
다인포차24시,주점,요리 주점,기타 주점업,청량리동,37.5856446898741,127.050307559749
린다스카페,비알코올 ,카페,커피 전문점,안암동,37.5865345747837,127.032293209014
커피투데이,비알코올 ,카페,커피 전문점,용신동,37.5737349215445,127.025134356146
홍어닭발,한식,백반/한정식,한식 일반 음식점업,용신동,37.5749946639726,127.027110413735
올림피코,비알코올 ,카페,커피 전문점,안암동,37.5877788307191,127.022550775296
밀거래,일식,일식 회/초밥,일식 음식점업,동선동,37.5905512697047,127.018959013629
베브릿지,비알코올 ,카페,기타 비알코올 음료점업,동선동,37.5912907953129,127.019039893082
여부초밥고려대점,기타 간이,김밥/만두/분식,한식 일반 음식점업,안암동,37.5872996988586,127.02890911607
하남삼겹,한식,돼지고기 구이/찜,한식 육류 요리 전문점,안암동,37.5834253518959,127.028925479216
네모브레드&대왕카스테라,기타 간이,빵/도넛,제과점업,안암동,37.5861825462664,127.030021922236
맘스터치,기타 간이,버거,"피자, 햄버거, 샌드위치 및 유사 음식점업",종암동,37.5980462021265,127.035145103753
선민네,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5871336005021,127.042770327044
옆집아줌마,한식,횟집,한식 해산물 요리 전문점,삼선동,37.5916069513973,127.01588783315
에이미디저트하우스,기타 간이,빵/도넛,제과점업,삼선동,37.5889374845764,127.013443243129
우주닭,기타 간이,치킨,치킨 전문점,청량리동,37.5845775657288,127.043131406914
성북동파스타,서양식,파스타/스테이크,서양식 음식점업,삼선동,37.5880080140128,127.012198673001
원웨이,주점,요리 주점,기타 주점업,삼선동,37.5913492648508,127.016321514701
구구생음악,주점,요리 주점,기타 주점업,용신동,37.5754956927458,127.025586883311
돼지국밥,한식,백반/한정식,한식 일반 음식점업,용신동,37.5773303327649,127.031733064878
반듯한잔,한식,백반/한정식,한식 일반 음식점업,동선동,37.5896307084092,127.018778604015
육십계치킨제기동역점,기타 간이,치킨,치킨 전문점,용신동,37.5769754492665,127.035711406854
지코바치킨,기타 간이,치킨,치킨 전문점,청량리동,37.5861486761564,127.050233220984
싸다김밥,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,동선동,37.5921438879498,127.013287681937
비빔가홈플러스,한식,백반/한정식,한식 일반 음식점업,용신동,37.5745404145486,127.03875415289
카페안암동,비알코올 ,카페,커피 전문점,안암동,37.5859124286828,127.028949783647
기쁜소식,비알코올 ,카페,커피 전문점,종암동,37.5959982941992,127.03704002414
홍대개미고대역점,일식,일식 카레/돈가스/덮밥,한식 일반 음식점업,종암동,37.5955245718563,127.035302228661
탄탄숯불구이,한식,돼지고기 구이/찜,한식 육류 요리 전문점,보문동,37.5801133947337,127.021756584839
엉클푸,비알코올 ,카페,커피 전문점,종암동,37.6008353075239,127.037951617743
이공김밥,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,안암동,37.5823852579637,127.028452142084
작은다락,주점,요리 주점,기타 주점업,안암동,37.5864435415175,127.029984567514
동궁찜닭,한식,닭/오리고기 구이/찜,한식 일반 음식점업,삼선동,37.5890528487343,127.01538928119
불타는소금구이,한식,돼지고기 구이/찜,한식 육류 요리 전문점,동선동,37.5893738575209,127.019314160831
부이,동남아시아,베트남식 전문,기타 외국식 음식점업,안암동,37.5875868124077,127.029856502722
빙수바보빙식이,비알코올 ,카페,기타 비알코올 음료점업,동선동,37.5904771237188,127.018710875451
내가찜한닭,한식,닭/오리고기 구이/찜,한식 일반 음식점업,안암동,37.584797304392,127.029213362039
레이크웨이브,비알코올 ,카페,커피 전문점,삼선동,37.5872779642612,127.010023029008
고려대학교하나과학관마로네B1층,비알코올 ,카페,기타 비알코올 음료점업,안암동,37.5884849860916,127.031701809695
힘찬풍천장어,한식,해산물 구이/찜,한식 해산물 요리 전문점,용신동,37.5740920545642,127.023646679643
콩뼈숯뼈감자탕,한식,국/탕/찌개류,한식 일반 음식점업,종암동,37.5926647431044,127.035973267826
스시현,일식,일식 회/초밥,일식 음식점업,삼선동,37.5890685562647,127.009727559902
연호,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5916020409861,127.015299080213
마늘과올리브,서양식,경양식,서양식 음식점업,동선동,37.5925681569183,127.018785331416
스시와다,일식,일식 회/초밥,일식 음식점업,보문동,37.5863707069449,127.018991238593
카페민,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,동선동,37.5957436411339,127.017079000271
에스앤지에프씨,한식,백반/한정식,한식 일반 음식점업,용신동,37.5777779086215,127.03357264676
과일냠냠,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,용신동,37.5742236401671,127.030867627514
동촌,한식,백반/한정식,한식 일반 음식점업,용신동,37.5735353400332,127.023880361675
라비앙꼬숑,서양식,경양식,서양식 음식점업,종암동,37.5954957848538,127.035087443874
아마란스,주점,요리 주점,기타 주점업,용신동,37.5755888702929,127.02595926209
형제육회,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5752930917188,127.02505743852
호남집,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5809305287267,127.044514060519
오월키친,서양식,경양식,서양식 음식점업,안암동,37.5865854488707,127.023155159156
카페진,비알코올 ,카페,커피 전문점,동선동,37.5893601775452,127.022009233374
참진미,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5882170168386,127.009184019989
사까야,주점,요리 주점,기타 주점업,용신동,37.5773531786189,127.032321475128
돈암홍꼬꼬치킨,기타 간이,치킨,치킨 전문점,삼선동,37.5921228864517,127.015088394615
방목,한식,돼지고기 구이/찜,한식 육류 요리 전문점,삼선동,37.5885914378811,127.009779173114
뜸들이다,한식,백반/한정식,한식 일반 음식점업,동선동,37.5937704740832,127.020343545751
봉마담쌀롱,주점,요리 주점,기타 주점업,보문동,37.5821960770686,127.020823573898
띵동떡볶이,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,종암동,37.5999603362524,127.040046629844
황해옥,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5920934013579,127.014794372479
동경산책,일식,일식 회/초밥,일식 음식점업,동선동,37.5908486450735,127.017879396275
네버랜드,주점,요리 주점,기타 주점업,안암동,37.5839958347233,127.029269059218
빽다방신설동역,비알코올 ,카페,커피 전문점,용신동,37.576164074924,127.025781953261
스시화,일식,일식 회/초밥,일식 음식점업,청량리동,37.5850413255599,127.050349192524
고려성,중식,중국집,중식 음식점업,안암동,37.5826497929824,127.028844976742
남원정통추어탕,한식,국/탕/찌개류,한식 일반 음식점업,청량리동,37.5808652306636,127.045352709257
더카우보이,한식,돼지고기 구이/찜,한식 육류 요리 전문점,안암동,37.5838396207508,127.029995711795
카페,비알코올 ,카페,커피 전문점,청량리동,37.5909883031034,127.045891495451
마루찬식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5719767961256,127.023912024279
까페부오노,비알코올 ,카페,기타 비알코올 음료점업,종암동,37.5919972591205,127.036989668957
카페로니,비알코올 ,카페,커피 전문점,용신동,37.5743266569611,127.026960613058
전주연탄불고기,한식,돼지고기 구이/찜,한식 일반 음식점업,동선동,37.5954571797099,127.016222144333
핸썸베이글,서양식,경양식,서양식 음식점업,안암동,37.5872169369739,127.028706381567
케키포유,기타 간이,빵/도넛,제과점업,용신동,37.575207876884,127.042164501035
트롯광장,주점,요리 주점,기타 주점업,동선동,37.5929944230548,127.01911944348
우더스,비알코올 ,카페,커피 전문점,용신동,37.5737515572579,127.041469947781
이디야,비알코올 ,카페,커피 전문점,동선동,37.5911970667236,127.020773597067
양자설렁탕,한식,국/탕/찌개류,한식 일반 음식점업,종암동,37.5926647431044,127.035973267826
달콤한송이,비알코올 ,카페,커피 전문점,안암동,37.5889137385892,127.022501964579
홍콩솥밥왕,중식,중국집,중식 음식점업,청량리동,37.5860805913331,127.04291968296
샐러드로우,기타 간이,토스트/샌드위치/샐러드,"피자, 햄버거, 샌드위치 및 유사 음식점업",종암동,37.5995230359981,127.033936945796
몽글계란덮밥성북,한식,기타 한식 음식점,한식 일반 음식점업,삼선동,37.5897752412739,127.014496559826
커인스컴퍼니,비알코올 ,카페,커피 전문점,종암동,37.5979892824696,127.029302449419
모여라,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,용신동,37.575154396405,127.024629051365
퍼피펍피,비알코올 ,카페,커피 전문점,용신동,37.5779432938956,127.035064928985
꺼꾸로,한식,백반/한정식,한식 일반 음식점업,종암동,37.6015603765045,127.034057825485
부추소곱창,한식,곱창 전골/구이,한식 육류 요리 전문점,청량리동,37.5837442841891,127.048169152147
불타는곱창,한식,곱창 전골/구이,한식 일반 음식점업,청량리동,37.5811692647665,127.04506578059
신전떡볶이,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,동선동,37.591921519783,127.017955884948
코젤다크하우스,주점,생맥주 전문,서양식 음식점업,동선동,37.5910266663627,127.017616620291
이보상의황칠족발,한식,족발/보쌈,한식 일반 음식점업,삼선동,37.5917335242463,127.013780007593
일구칠이,주점,생맥주 전문,생맥주 전문점,삼선동,37.5884444156344,127.008365754525
오봉집,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5889667681884,127.016952991444
제주미향해장,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5812714459404,127.043219009864
체리온루프탑,비알코올 ,카페,커피 전문점,안암동,37.5853223667401,127.029512250073
자매떡볶이,기타 간이,김밥/만두/분식,이동 음식점업,동선동,37.5925629407986,127.017075541886
착한돼지집,한식,돼지고기 구이/찜,한식 일반 음식점업,동선동,37.592679064627,127.018036518876
아리아,주점,생맥주 전문,생맥주 전문점,종암동,37.5981549905603,127.0297306246
카페오비스포퍼스트커피랩보문동,비알코올 ,카페,커피 전문점,보문동,37.5806534850418,127.022779798545
동북참숯양꼬치,중식,중국집,중식 음식점업,종암동,37.6014208579841,127.034625875391
순살싸다리&싸다리분식,기타 간이,치킨,치킨 전문점,보문동,37.58436772797,127.020840418416
꽁치네포차,주점,요리 주점,기타 주점업,청량리동,37.5809272494004,127.042996978237
홍대직화불향쭈꾸미,한식,해산물 구이/찜,한식 일반 음식점업,용신동,37.5749268784539,127.027632056999
1943,주점,요리 주점,기타 주점업,동선동,37.5926951992679,127.017809835209
루프탑다이닝,주점,요리 주점,기타 주점업,용신동,37.5756527223339,127.024962181693
영미네,한식,횟집,한식 해산물 요리 전문점,삼선동,37.5914646885877,127.016116174364
청량옥,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5836226229064,127.048725490678
콩보제기점,한식,백반/한정식,한식 일반 음식점업,용신동,37.5779758725009,127.035743790646
난바,일식,일식 회/초밥,일식 음식점업,동선동,37.5929944230548,127.01911944348
오빠화이팅,일식,일식 회/초밥,일식 음식점업,동선동,37.5935905799327,127.017129967719
한잔바다회,한식,횟집,한식 해산물 요리 전문점,용신동,37.5769754492665,127.035711406854
"닭찌,흔한닭볶음탕에도명품은있다성신점",한식,닭/오리고기 구이/찜,한식 일반 음식점업,보문동,37.58436772797,127.020840418416
혜민당안암점,비알코올 ,카페,커피 전문점,용신동,37.5806598187652,127.029006687295
육백집남도한삼겹,한식,백반/한정식,한식 일반 음식점업,동선동,37.595410905646,127.016075541639
보문일억원,한식,백반/한정식,한식 일반 음식점업,보문동,37.579868259258,127.020446481672
시드니홀덤,주점,생맥주 전문,생맥주 전문점,동선동,37.5916370448921,127.017336834834
얌저트,비알코올 ,카페,커피 전문점,동선동,37.5921594378968,127.018394375144
행운돈가스,서양식,경양식,"피자, 햄버거, 샌드위치 및 유사 음식점업",안암동,37.586920484641,127.02991044186
뚜레쥬르동선,기타 간이,빵/도넛,제과점업,동선동,37.596052056731,127.014085383604
더벤티종암,비알코올 ,카페,커피 전문점,종암동,37.6012959507594,127.033676197739
오떡순,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,보문동,37.5853704718122,127.018981720425
몰디브,주점,요리 주점,기타 주점업,삼선동,37.5879690367629,127.006481144177
컴포즈커피안암성북천점,비알코올 ,카페,커피 전문점,안암동,37.5888139559409,127.019162985324
안암커피,비알코올 ,카페,커피 전문점,안암동,37.5870545123504,127.021043001039
아이스커피북스,비알코올 ,카페,,종암동,37.5992507794108,127.039217726428
스튜디오노토,비알코올 ,카페,커피 전문점,종암동,37.5962944471764,127.035790551674
힘난다버거,기타 간이,버거,서양식 음식점업,용신동,37.5774765268396,127.030882075089
카페명륜,비알코올 ,카페,커피 전문점,용신동,37.5769792396666,127.030673417166
인쌩맥주,주점,생맥주 전문,한식 일반 음식점업,동선동,37.5910467581273,127.01786546952
조개까는삼겹살,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5865019826276,127.047114997337
인생포차,주점,일반 유흥 주점,한식 일반 음식점업,삼선동,37.5912171861748,127.015609881618
역전우동0410고대안암점,일식,일식 면 요리,한식 일반 음식점업,안암동,37.5861416844607,127.030531969503
던비매드,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5838342880256,127.048156683914
철길부산집,한식,백반/한정식,한식 일반 음식점업,동선동,37.5909861041227,127.017073633937
오뜨,비알코올 ,카페,커피 전문점,삼선동,37.5832261984951,127.010371062732
서울갈매기,한식,백반/한정식,한식 일반 음식점업,보문동,37.5842460022665,127.020287219867
연꽃치,주점,생맥주 전문,생맥주 전문점,동선동,37.5910874703299,127.017344060908
카페드림키스티서울분원점,비알코올 ,카페,커피 전문점,청량리동,37.5907187862781,127.044875838487
이앤강파트너스,비알코올 ,카페,커피 전문점,동선동,37.5946283139548,127.016233056463
헬리,비알코올 ,카페,커피 전문점,용신동,37.5765562321803,127.034029961231
굿포유쌀국수,서양식,경양식,서양식 음식점업,종암동,37.6007814021106,127.032459772313
한식집밥,한식,백반/한정식,한식 일반 음식점업,안암동,37.5875174159968,127.029087452457
형제식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5772256956037,127.044323657392
상관양꼬치,중식,중국집,중식 음식점업,동선동,37.5912719936468,127.017862509613
경성밥상,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5916519402003,127.014800192158
개화가배,비알코올 ,카페,커피 전문점,안암동,37.5873760345442,127.020699106678
문득,비알코올 ,카페,커피 전문점,용신동,37.570693680836,127.030030389299
커피와핫도그,기타 간이,김밥/만두/분식,"피자, 햄버거, 샌드위치 및 유사 음식점업",청량리동,37.5860670691624,127.043474663518
바다가내손아귀,한식,백반/한정식,한식 일반 음식점업,안암동,37.5862428089749,127.023125669046
순살만공격,기타 간이,치킨,치킨 전문점,삼선동,37.5916519402003,127.014800192158
수제비집,한식,국수/칼국수,한식 일반 음식점업,청량리동,37.5862311819561,127.042600721335
원조한방삼계탕,한식,국/탕/찌개류,한식 일반 음식점업,삼선동,37.5891141243521,127.017336036679
공차,비알코올 ,카페,"피자, 햄버거, 샌드위치 및 유사 음식점업",종암동,37.6010136726609,127.034415964619
덮덮밥,한식,기타 한식 음식점,한식 일반 음식점업,동선동,37.5944157678978,127.016677484449
한월당,비알코올 ,카페,커피 전문점,보문동,37.5853957121497,127.018766262102
궁뎅이곱창막창,한식,백반/한정식,한식 일반 음식점업,동선동,37.5906277420184,127.018403169569
오육,한식,백반/한정식,한식 일반 음식점업,용신동,37.5809485872965,127.029059546004
산기가,비알코올 ,카페,기타 비알코올 음료점업,동선동,37.5952707601825,127.015477216483
로스디아스,비알코올 ,카페,커피 전문점,동선동,37.5901631115589,127.018873523113
소일,한식,백반/한정식,한식 일반 음식점업,용신동,37.5761663167215,127.026053630115
버거킹성신여대입구역점,기타 간이,버거,"피자, 햄버거, 샌드위치 및 유사 음식점업",동선동,37.5934928320015,127.018376860751
커피니,비알코올 ,카페,기타 비알코올 음료점업,용신동,37.578803037751,127.042163733349
블루포트고려대미래관점,비알코올 ,카페,커피 전문점,안암동,37.5886922037146,127.03169912519
씨앤코컴퍼니성신여대수,비알코올 ,카페,커피 전문점,동선동,37.5916396578956,127.021990727989
버거킹신설동역점,기타 간이,버거,"피자, 햄버거, 샌드위치 및 유사 음식점업",용신동,37.5761273500516,127.023518215949
아웃백딜리버리안암점,서양식,경양식,서양식 음식점업,안암동,37.5855476177924,127.030607609197
푸디스트국방연구원점,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5915626785796,127.040052594722
롯데리아성신여대,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",동선동,37.5936854813648,127.017706229906
더노벰버라운지고대점,비알코올 ,카페,커피 전문점,용신동,37.5798026394661,127.026674240394
케이에프씨KFC고대안암,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",안암동,37.5866528805955,127.029143972778
비케이알버거킹안암,기타 간이,버거,"피자, 햄버거, 샌드위치 및 유사 음식점업",안암동,37.5830303324204,127.029100442277
비케이알버거킹고대중앙,기타 간이,버거,"피자, 햄버거, 샌드위치 및 유사 음식점업",안암동,37.5886922037146,127.03169912519
비케이알버거킹,기타 간이,버거,"피자, 햄버거, 샌드위치 및 유사 음식점업",종암동,37.6010032895878,127.033147714912
블루노트커피신설동점,비알코올 ,카페,커피 전문점,용신동,37.5747667342915,127.023513341342
맥도날드종암SK점,기타 간이,버거,"피자, 햄버거, 샌드위치 및 유사 음식점업",종암동,37.5957734707935,127.035989783309
맥도날드종암SKDT점,기타 간이,버거,"피자, 햄버거, 샌드위치 및 유사 음식점업",종암동,37.5957734707935,127.035989783309
KFC돈암동1점,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",동선동,37.5921169945937,127.017624934932
처갓집양념치킨안암점,기타 간이,치킨,치킨 전문점,안암동,37.5883195845232,127.02256634958
연어세상참치동네,일식,일식 회/초밥,일식 음식점업,삼선동,37.5921228864517,127.015088394615
반상푸드,한식,백반/한정식,한식 일반 음식점업,용신동,37.5772994542688,127.025789803254
포르티시모,비알코올 ,카페,커피 전문점,종암동,37.5957458833998,127.03813038694
인생아구찜,한식,해산물 구이/찜,한식 일반 음식점업,보문동,37.5812224825574,127.019681496897
커피빈고대상,비알코올 ,카페,기타 비알코올 음료점업,안암동,37.5869806658445,127.029558656269
삼성웰스토리고대애기능카페,구내식당·뷔페,구내식당,한식 일반 음식점업,안암동,37.5886922037146,127.03169912519
삼성웰스토리고대애기능교직원식당,구내식당·뷔페,구내식당,한식 일반 음식점업,안암동,37.5886922037146,127.03169912519
커피빈한성대입구역점,비알코올 ,카페,기타 비알코올 음료점업,삼선동,37.5875779582465,127.00712041909
카페센트&차차커피코고려대국제관점,비알코올 ,카페,커피 전문점,안암동,37.5886922037146,127.03169912519
커피빈고대참살이길점상,비알코올 ,카페,기타 비알코올 음료점업,안암동,37.585043166522,127.029527197268
투썸플레이스고대sk미래관점,비알코올 ,카페,커피 전문점,안암동,37.5886922037146,127.03169912519
커피빈고대참살이길,비알코올 ,카페,기타 비알코올 음료점업,안암동,37.5853596276695,127.030757239352
투썸플레이스,비알코올 ,카페,커피 전문점,종암동,37.5993525052121,127.034018423027
스시진,일식,일식 회/초밥,일식 음식점업,동선동,37.5936150379524,127.018986736544
긴자료코만권화밥고려대학교점,한식,백반/한정식,한식 일반 음식점업,안암동,37.5886922037146,127.03169912519
투썸플레이스고려대법학관점,비알코올 ,카페,커피 전문점,안암동,37.5886922037146,127.03169912519
커피빈한성대입구역상,비알코올 ,카페,기타 비알코올 음료점업,삼선동,37.5875779582465,127.00712041909
커피빈고대안암역점,비알코올 ,카페,기타 비알코올 음료점업,안암동,37.5868806309298,127.02944672789
호랑이초밥고대점,일식,일식 회/초밥,"피자, 햄버거, 샌드위치 및 유사 음식점업",안암동,37.58348490176,127.029592715321
콩시콩뼈,한식,백반/한정식,한식 일반 음식점업,안암동,37.5872834494989,127.029124459857
스윗쌀롱,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,청량리동,37.584652170549,127.049018094017
그릭앤샌드욤욤동선동점,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",동선동,37.5981832873169,127.014657455868
모닝웨이,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",용신동,37.5745914341886,127.026289237799
더플롯커피&플라워,주점,요리 주점,기타 주점업,삼선동,37.5853325027524,127.01226799678
마라삼국지,중식,마라탕/훠궈,중식 음식점업,동선동,37.5919656787661,127.016766340116
포케올데이성북,기타 간이,토스트/샌드위치/샐러드,서양식 음식점업,삼선동,37.5887345974292,127.017205150665
한포차,주점,일반 유흥 주점,서양식 음식점업,용신동,37.5773115709476,127.031642737715
안주,주점,생맥주 전문,생맥주 전문점,안암동,37.5856826520864,127.029496250006
찹찹푸드,한식,백반/한정식,한식 일반 음식점업,동선동,37.596506560072,127.015642120504
오라김분식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,용신동,37.5769396802456,127.037953468192
언더,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,안암동,37.5858086914454,127.029483291066
맬크,비알코올 ,카페,커피 전문점,동선동,37.595065671831,127.016816143582
콘페티.야드,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",용신동,37.5755026975849,127.026435865944
창창서울,중식,중국집,중식 음식점업,동선동,37.5916709788216,127.019250048006
로터스그린,비알코올 ,카페,커피 전문점,삼선동,37.5887234216413,127.008328083954
멘야하나비,일식,일식 회/초밥,일식 음식점업,동선동,37.5914489176218,127.018550911624
띠에라,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,동선동,37.5976978194247,127.014788425697
저문너머,주점,생맥주 전문,생맥주 전문점,동선동,37.5930484795826,127.019118733962
꽈배기스토리,기타 간이,빵/도넛,김밥 및 기타 간이 음식점업,삼선동,37.5879953025338,127.006390212162
튐,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,용신동,37.5734754811724,127.031930146562
카페뮬보문점,비알코올 ,카페,커피 전문점,보문동,37.582272001993,127.021286781731
부어치킨신설동역점,기타 간이,치킨,치킨 전문점,용신동,37.5745914341886,127.026289237799
내맘,주점,요리 주점,기타 주점업,종암동,37.595909318191,127.033870426847
푸라닭용신점,기타 간이,치킨,치킨 전문점,용신동,37.573661728603,127.027184358212
포토,서양식,경양식,서양식 음식점업,동선동,37.5908519056556,127.017188631923
스포일드,기타 간이,빵/도넛,제과점업,안암동,37.5888898878516,127.019626232191
와이스타브청량리,서양식,경양식,서양식 음식점업,청량리동,37.5839591675879,127.049117488158
곰돌이돈까스,서양식,경양식,한식 일반 음식점업,보문동,37.5844563067652,127.019571156481
경성한우국밥,한식,국/탕/찌개류,한식 일반 음식점업,종암동,37.5990243642065,127.03355835873
용두똥돼지,한식,돼지고기 구이/찜,한식 일반 음식점업,용신동,37.574358689461,127.030854556533
맛닭꼬한성대입구역점,기타 간이,치킨,치킨 전문점,삼선동,37.5879092714871,127.009018256722
북경중화요리,중식,중국집,중식 음식점업,삼선동,37.5885250246239,127.008308070354
고품콩,한식,백반/한정식,한식 일반 음식점업,안암동,37.5837593728219,127.030098653213
정다래함박스텍안암점,서양식,경양식,서양식 음식점업,안암동,37.5830696043599,127.02839795994
배떡,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,동선동,37.5915547029878,127.019353484601
커피니신설점,비알코올 ,카페,커피 전문점,용신동,37.5767947374501,127.025773736648
요지트,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,동선동,37.5905957725513,127.019977523425
먹자,중식,중국집,중식 음식점업,청량리동,37.586524524572,127.049911410536
산시면가,중식,중국집,중식 음식점업,안암동,37.5841781791569,127.030625367747
런에이,한식,백반/한정식,한식 일반 음식점업,용신동,37.5717673046631,127.024729828539
준호네,한식,백반/한정식,한식 일반 음식점업,용신동,37.5727016364828,127.025487442374
그리드,주점,요리 주점,기타 주점업,보문동,37.5802472229255,127.021596330015
새벽포차,주점,일반 유흥 주점,한식 일반 음식점업,동선동,37.5908519056556,127.017188631923
석쇠집,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5916519402003,127.014800192158
별관,한식,백반/한정식,한식 일반 음식점업,동선동,37.5922538624892,127.01891401667
마라왕레오,중식,마라탕/훠궈,중식 음식점업,용신동,37.5770462899147,127.02459305249
충호,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,용신동,37.5775971310626,127.028016221638
육전식당,한식,전/부침개,한식 일반 음식점업,용신동,37.5763505033782,127.024353064154
서울방콕,동남아시아,베트남식 전문,기타 외국식 음식점업,동선동,37.5903949457278,127.020750136907
자담치킨,기타 간이,치킨,치킨 전문점,삼선동,37.5868934898918,127.009303468532
가리비비,서양식,경양식,서양식 음식점업,보문동,37.5812224825574,127.019681496897
계단_카페,비알코올 ,카페,커피 전문점,삼선동,37.5863089354446,127.01051141252
데이스타,비알코올 ,카페,기타 비알코올 음료점업,삼선동,37.5853566898421,127.010852369007
만고푸드,한식,백반/한정식,한식 일반 음식점업,안암동,37.5860932081403,127.023557882436
팔찌,주점,생맥주 전문,생맥주 전문점,안암동,37.5848583413932,127.030061749808
넷길이콩나물국밥,한식,국/탕/찌개류,한식 일반 음식점업,삼선동,37.58805148366,127.017406621747
명작파스타,서양식,파스타/스테이크,서양식 음식점업,안암동,37.5884078992697,127.021263056942
쉬즈베이글성신여대역점,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",삼선동,37.5916519402003,127.014800192158
더블유,주점,요리 주점,기타 주점업,동선동,37.5908519056556,127.017188631923
궁금한식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5712775388819,127.030905804436
탐앤탐스고대점,비알코올 ,카페,기타 비알코올 음료점업,안암동,37.5833678717958,127.02960555664
청춘종합어시장,일식,일식 회/초밥,일식 음식점업,동선동,37.5936828772623,127.018476277974
스프링딜라잇,기타 간이,빵/도넛,제과점업,종암동,37.600397392052,127.035080765989
이마트24R고려대현대차경영관점,비알코올 ,카페,커피 전문점,안암동,37.5886922037146,127.03169912519
뺌버거안암점,기타 간이,버거,"피자, 햄버거, 샌드위치 및 유사 음식점업",안암동,37.58348490176,127.029592715321
상상에프앤텍,기타 간이,치킨,치킨 전문점,종암동,37.5988901281181,127.034771820447
수오재,한식,백반/한정식,한식 일반 음식점업,종암동,37.6019072022586,127.033498416478
도란도란,한식,백반/한정식,한식 일반 음식점업,안암동,37.5875174159968,127.029087452457
비에이치씨성북성신점,기타 간이,치킨,치킨 전문점,안암동,37.5881721420798,127.01999797927
노모어피자,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",동선동,37.5924072108866,127.018934650608
도너츠윤,기타 간이,빵/도넛,"피자, 햄버거, 샌드위치 및 유사 음식점업",동선동,37.594988596007,127.016216989427
최고당돈가스,일식,일식 카레/돈가스/덮밥,한식 일반 음식점업,동선동,37.5913844645677,127.019468952255
화궁방,중식,중국집,중식 음식점업,안암동,37.5828015566107,127.028673173861
용두홍어,한식,횟집,한식 일반 음식점업,청량리동,37.5811725249164,127.043242919518
와이엘푸드,한식,백반/한정식,한식 일반 음식점업,안암동,37.5875742660958,127.02942639851
두꺼비로맨스,주점,생맥주 전문,생맥주 전문점,안암동,37.5855230877367,127.029815351823
고품격커피공장,비알코올 ,카페,커피 전문점,용신동,37.5784427494079,127.042179670206
삼미마라탕고대점,중식,마라탕/훠궈,중식 음식점업,종암동,37.5942479422079,127.034548688835
무명,일식,일식 회/초밥,일식 음식점업,동선동,37.5940526645729,127.019603799977
왕십리곱창골,한식,곱창 전골/구이,한식 일반 음식점업,용신동,37.5769396802456,127.037953468192
시간여행,주점,요리 주점,기타 주점업,용신동,37.5747733797002,127.024317036563
은하수마카롱,비알코올 ,카페,커피 전문점,종암동,37.6033741683587,127.031089817118
