상호명,상권업종중분류명,상권업종소분류명,표준산업분류명,행정동명,위도,경도
강서성,중식,중국집,중식 음식점업,삼선동,37.591372517803,127.015868273403
빵굽는아저씨,기타 간이,빵/도넛,제과점업,삼선동,37.5884813092454,127.008467171474
다라온,비알코올 ,카페,커피 전문점,삼선동,37.5902511955613,127.015384817512
행복푸드,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,청량리동,37.5861735180519,127.049961162406
육쌈냉면,한식,냉면/밀면,한식 면 요리 전문점,동선동,37.5911050530961,127.018374253847
이모네설렁탕,한식,국/탕/찌개류,한식 일반 음식점업,용신동,37.5746294290423,127.02980952898
일품돈가스,서양식,경양식,한식 일반 음식점업,청량리동,37.5877427583569,127.041222617875
롤스커피,비알코올 ,카페,커피 전문점,용신동,37.5702576082882,127.030692615951
서라벌,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5858787871157,127.043590298538
달콤퐁당,비알코올 ,카페,커피 전문점,안암동,37.5888756378035,127.022253356692
타임,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,용신동,37.5759786121092,127.026237211824
더용쓰종암상회,한식,백반/한정식,한식 일반 음식점업,종암동,37.5989489063773,127.035348612947
카페토스피아,비알코올 ,카페,"피자, 햄버거, 샌드위치 및 유사 음식점업",청량리동,37.5821455290672,127.044340024254
한신,비알코올 ,카페,기타 비알코올 음료점업,용신동,37.5764818084567,127.023887184525
카리스,비알코올 ,카페,커피 전문점,청량리동,37.585997415073,127.049351980429
커피집,비알코올 ,카페,기타 비알코올 음료점업,안암동,37.5851037432015,127.031417258917
고려한방삼계탕,한식,국/탕/찌개류,한식 일반 음식점업,삼선동,37.5896243496876,127.014770304198
치즈밥있슈,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,동선동,37.591986092867,127.018136212034
판다마라,중식,마라탕/훠궈,중식 음식점업,용신동,37.5735863826742,127.03117022405
오늘한끼,주점,요리 주점,한식 일반 음식점업,동선동,37.5921201038306,127.017998569422
떡뽀이안암점,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,안암동,37.5873418818812,127.02965587163
씨.플로라,비알코올 ,카페,기타 비알코올 음료점업,동선동,37.5966979293786,127.015900055778
비에이치씨돈암점,기타 간이,치킨,치킨 전문점,동선동,37.5962914307979,127.022280894169
미아리우동,일식,일식 면 요리,김밥 및 기타 간이 음식점업,동선동,37.5920825182165,127.01673083245
황제코다리&족발,한식,백반/한정식,한식 일반 음식점업,용신동,37.5749841151144,127.025831288446
아리#,비알코올 ,카페,커피 전문점,삼선동,37.5906113203314,127.014270393217
아부지가어부,한식,횟집,한식 해산물 요리 전문점,동선동,37.5913912450872,127.017034335365
홍가네소머리국밥,한식,국/탕/찌개류,한식 일반 음식점업,청량리동,37.5818815950071,127.044015061019
일루,주점,요리 주점,기타 주점업,동선동,37.5917519989685,127.017074884229
신설보쌈&칼국수,한식,족발/보쌈,한식 일반 음식점업,용신동,37.5755888702929,127.02595926209
인생은고기서고기,한식,돼지고기 구이/찜,한식 일반 음식점업,종암동,37.599891751659,127.034951400136
모두와,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,동선동,37.5920420329326,127.018361946772
행복은간장밥고려대점,일식,일식 카레/돈가스/덮밥,한식 일반 음식점업,안암동,37.5836536613423,127.029296146877
용두동통골뱅이,주점,요리 주점,기타 주점업,용신동,37.5780195572941,127.025701171465
대현곱창,한식,곱창 전골/구이,한식 일반 음식점업,종암동,37.5992324557537,127.035865883117
종로할머니칼국수,한식,국수/칼국수,한식 면 요리 전문점,종암동,37.6012759931774,127.032340118038
우리식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5758612508479,127.040514579301
비비큐,기타 간이,치킨,치킨 전문점,동선동,37.5938664235234,127.017794441549
더미엘,기타 간이,빵/도넛,제과점업,종암동,37.5988126794872,127.034115998549
도쿄빙수,기타 간이,아이스크림/빙수,기타 비알코올 음료점업,동선동,37.591986092867,127.018136212034
장충할매왕족발,한식,족발/보쌈,한식 일반 음식점업,보문동,37.58436772797,127.020840418416
가마치통닭돈암,기타 간이,치킨,치킨 전문점,삼선동,37.5916997827761,127.016214990226
커피베이성북,비알코올 ,카페,커피 전문점,종암동,37.6019911758646,127.031651354273
나그네파전,주점,요리 주점,기타 주점업,안암동,37.5859273168583,127.030761201097
리김밥,기타 간이,김밥/만두/분식,한식 면 요리 전문점,용신동,37.5745404145486,127.03875415289
고기호랑이,한식,돼지고기 구이/찜,한식 육류 요리 전문점,청량리동,37.5852415385162,127.050595743637
미식구락부,일식,일식 회/초밥,일식 음식점업,동선동,37.5942973295982,127.019770447493
커피디셈버구청점,비알코올 ,카페,커피 전문점,용신동,37.5757856777307,127.040085349443
인생집,주점,요리 주점,기타 주점업,안암동,37.5851807281874,127.029819795198
금성식당,주점,요리 주점,기타 주점업,삼선동,37.5916069513973,127.01588783315
민들레커피숲,비알코올 ,카페,커피 전문점,청량리동,37.5814339614105,127.044371763777
만리동커피,비알코올 ,카페,커피 전문점,삼선동,37.5909067102074,127.015115745415
카페그린릿지,비알코올 ,카페,기타 비알코올 음료점업,동선동,37.5908753468154,127.020007827317
롯데리아제기역점,기타 간이,버거,"피자, 햄버거, 샌드위치 및 유사 음식점업",용신동,37.5777417925624,127.032463623153
베이커리로컬고려대점,비알코올 ,카페,커피 전문점,안암동,37.5877966160132,127.029072502922
평양오마니집,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5919127050481,127.015815866166
명성식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5769801691518,127.03078661725
차이니웍,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,안암동,37.5831466173398,127.028997032746
운치,서양식,경양식,서양식 음식점업,안암동,37.5880562413932,127.020146696352
신세계푸드노블레스타워,구내식당·뷔페,구내식당,기관 구내식당업,종암동,37.5984270057474,127.035434622404
샐러데이,비알코올 ,카페,기타 비알코올 음료점업,안암동,37.5883820443618,127.029042252338
꽃분이손두부,한식,백반/한정식,한식 일반 음식점업,용신동,37.5734635935567,127.031579359314
떡볶이참잘하는집떡참성북안암점,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,동선동,37.5892905420964,127.021217529635
종암면옥,한식,냉면/밀면,한식 일반 음식점업,종암동,37.5986484469914,127.034967459143
푸드정,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,삼선동,37.5878012537178,127.009031011673
참맛옛날통닭동소문점,기타 간이,치킨,치킨 전문점,동선동,37.5960932605017,127.015783454275
족발야시장신설동점,한식,족발/보쌈,한식 일반 음식점업,용신동,37.5752599514908,127.025408819978
무한리필고기굼터,한식,돼지고기 구이/찜,한식 육류 요리 전문점,삼선동,37.5882891291277,127.007043034692
이자카야다바타식당,일식,일식 회/초밥,일식 음식점업,삼선동,37.5859871588039,127.010821381114
마이셰프,비알코올 ,카페,커피 전문점,안암동,37.5851760910146,127.030352010731
응담말,한식,돼지고기 구이/찜,한식 육류 요리 전문점,동선동,37.5927471215885,127.018635774958
케이,주점,요리 주점,기타 주점업,종암동,37.600373370372,127.033246464938
민카인드,비알코올 ,카페,기타 비알코올 음료점업,삼선동,37.588416593983,127.00719986229
긴자료코,일식,일식 카레/돈가스/덮밥,일식 음식점업,동선동,37.5917561080995,127.019735838856
강아지카페카페개네,비알코올 ,카페,기타 비알코올 음료점업,동선동,37.5911610158507,127.019687027577
메가커피,비알코올 ,카페,커피 전문점,용신동,37.5762004556817,127.023641793269
엘림천양하우스,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,종암동,37.5979763929855,127.033220857609
신룽푸마라탕,중식,마라탕/훠궈,중식 음식점업,안암동,37.5846558527423,127.029543547864
성신초밥,일식,일식 회/초밥,일식 음식점업,삼선동,37.5909463884058,127.016632546907
피자스쿨,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",삼선동,37.5880687975147,127.009774774272
행복김밥,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,청량리동,37.581019363349,127.043244879536
"과일에반하다,프루타고대점",비알코올 ,카페,기타 비알코올 음료점업,안암동,37.5844036808732,127.02955814388
소문난숯불곰장어,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5909169481121,127.041532922087
골목냉면<삼선교>,한식,냉면/밀면,한식 면 요리 전문점,삼선동,37.5890014763058,127.008177195554
엄마맘약선김밥,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,용신동,37.5777548251599,127.025285731915
청량회관,일식,일식 회/초밥,일식 음식점업,청량리동,37.5847302456188,127.048643461496
커피바실리아,비알코올 ,카페,기타 비알코올 음료점업,보문동,37.5855829562937,127.019612992198
오븐에빠진닭,기타 간이,치킨,치킨 전문점,동선동,37.5911622788331,127.017671454462
범맥주서울,주점,생맥주 전문,생맥주 전문점,동선동,37.5912863373671,127.017420709714
동소문피스커피,비알코올 ,카페,커피 전문점,동선동,37.5938183561938,127.015269876613
니뽕내뽕고려대점,중식,중국집,중식 음식점업,안암동,37.5851692059002,127.029514238514
노루,서양식,경양식,서양식 음식점업,삼선동,37.5885423445985,127.00715290019
펠어커피초코,비알코올 ,카페,커피 전문점,동선동,37.5932475509255,127.014892393633
김밥나라떡볶이왕,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,청량리동,37.586414720345,127.04746711209
노가리슈퍼,주점,생맥주 전문,기타 주점업,동선동,37.5899560528191,127.017811863422
본죽앤비빔밥돈암점,한식,백반/한정식,한식 일반 음식점업,동선동,37.5934140249074,127.016486839436
좋은날떡집,기타 간이,떡/한과,"빵류, 과자류 및 당류 소매업",삼선동,37.5920171882448,127.016459928496
원오프카페,비알코올 ,카페,기타 비알코올 음료점업,동선동,37.5905140085385,127.018812300442
홍두깨손칼국수,한식,국수/칼국수,한식 면 요리 전문점,청량리동,37.5800865943722,127.043777613874
청량회관,동남아시아,베트남식 전문,기타 외국식 음식점업,청량리동,37.5847302456188,127.048643461496
쥬씨용두역점,비알코올 ,카페,기타 비알코올 음료점업,용신동,37.5742976829533,127.037715758112
수상한식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5785119011317,127.027494865233
영철스토리펌,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",안암동,37.5831809787167,127.028792787722
피자나라치킨공주청량리,기타 간이,피자,치킨 전문점,청량리동,37.5866134782243,127.045301946277
복희네,한식,백반/한정식,한식 일반 음식점업,용신동,37.5770648526858,127.036729164692
비하인드,주점,요리 주점,기타 주점업,삼선동,37.5883716745935,127.008287459157
황해도떡집,기타 간이,떡/한과,떡류 제조업,삼선동,37.5916594028787,127.015694644255
에이셉피자,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",동선동,37.591907644912,127.018454299685
골목포차,주점,일반 유흥 주점,한식 일반 음식점업,청량리동,37.5910081461784,127.041667632688
배스킨라빈스홈플러스,기타 간이,아이스크림/빙수,김밥 및 기타 간이 음식점업,용신동,37.5745404145486,127.03875415289
버터로그,기타 간이,빵/도넛,제과점업,동선동,37.5956848684519,127.016513571608
노원고바우소곱창,한식,곱창 전골/구이,한식 육류 요리 전문점,동선동,37.5945847767749,127.016414811513
이디야고대개운점,비알코올 ,카페,커피 전문점,안암동,37.5876732770293,127.029413790022
더카페하임즈,비알코올 ,카페,커피 전문점,청량리동,37.5910393103314,127.042176783956
